id,aqisitionStation,pressure,relative_humidity,temperature,timestamp,wind,nebulosityType,windtype
5774,STOLNICI,1021,85,18.6,1435962265530,NULL,NULL,NULL
5775,SUCEAVA,1021,85,20.2,1435962265551,NULL,NULL,NULL
5776,SULINA,1021,85,20.3,1435962265572,NULL,NULL,NULL
5777,"SUPURU DE JOS",793.8,80,15.4,1435962265593,NULL,NULL,NULL
5778,TARCU,793.8,80,8.1,1435962265615,6.0,NULL,NULL
5779,TARGOVISTE,991.2,80,18,1435962265636,4.0,NULL,NULL
5780,"TARGU JIU",1001.8,71,19.8,1435962265657,1.0,NULL,NULL
5781,"TARGU LAPUS",984.8,94,14.8,1435962265678,3.0,NULL,NULL
5782,"TARGU LOGRESTI",994.9,86,17.5,1435962265699,1.0,NULL,NULL
5783,"TARGU MURES",990.5,90,16.3,1435962265720,1.0,NULL,NULL
5784,"TARGU NEAMT",981.8,62,20.4,1435962265741,3.0,NULL,NULL
5785,"TARGU OCNA",997.8,90,17.9,1435962265762,2.0,NULL,NULL
5786,"TARGU SECUIESC",960.9,90,14.5,1435962265783,2.0,NULL,NULL
5787,"TARNAVENI (BOBOHALMA)",965.8,66,19.1,1435962265804,3.0,NULL,NULL
5788,TEBEA,994.5,88,15.2,1435962265825,2.0,NULL,NULL
5789,TECUCI,1017.8,95,17.3,1435962265846,5.0,NULL,NULL
5790,TIMISOARA,1014.4,60,21,1435962265872,1.0,NULL,NULL
5791,TITU,1007.7,91,18.2,1435962265904,3.0,NULL,NULL
5792,TOPLITA,948.9,83,14.4,1435962265925,1.0,NULL,NULL
5793,ADAMCLISI,1004.5,96,16.1,1435965862680,1.0,NULL,NULL
5794,ADJUD,1012.4,100,17.6,1435965862703,3.0,NULL,NULL
5795,"ALBA IULIA",1016.2,90,24.3,1435965862723,NULL,NULL,NULL
5796,ALEXANDRIA,1016.2,90,18.2,1435965862744,2.0,NULL,NULL
5797,ARAD,1011.5,80,16.7,1435965862766,1.0,NULL,NULL
5798,BACAU,1005.4,96,16.3,1435965862787,1.0,NULL,NULL
5799,BACLES,988.9,66,18.4,1435965862808,3.0,NULL,NULL
5800,"BAIA MARE",1004.7,65,19,1435965862829,5.0,NULL,NULL
5801,"BAILE HERCULANE",1002.8,75,19.2,1435965862850,2.0,NULL,NULL
5802,BAILESTI,805.6,91,18.1,1435965862884,NULL,NULL,NULL
5803,BAISOARA,805.6,91,14,1435965862906,NULL,NULL,NULL
5804,"BALEA LAC",805.6,91,5,1435965862928,3.0,NULL,NULL
5805,BANLOC,1015.1,71,17.8,1435965862949,2.0,NULL,NULL
5806,BARAOLT,967.3,87,14.6,1435965862970,1.0,NULL,NULL
5807,BARLAD,979.3,99,16.6,1435965862992,NULL,NULL,NULL
5808,"BARNOVA (RADAR)",979.3,99,16.8,1435965863013,3.0,NULL,NULL
5809,BATOS,974.6,65,18.4,1435965863033,1.0,NULL,NULL
5810,BECHET,1020.7,98,17.7,1435965863055,1.0,NULL,NULL
5811,BISOCA,928.1,89,14.5,1435965863076,6.0,NULL,NULL
5812,BISTRITA,983.5,83,15.8,1435965863097,1.0,NULL,NULL
5813,BLAJ,986.9,80,17.1,1435965863118,1.0,NULL,NULL
5814,BOITA,966.3,80,17.3,1435965863139,1.0,NULL,NULL
5815,BOROD,987.8,80,16.1,1435965863160,2.0,NULL,NULL
5816,BOTOSANI,1007.6,70,19.4,1435965863181,2.0,NULL,NULL
5817,BOZOVICI,1022.7,97,15.6,1435965863202,NULL,NULL,NULL
5818,BRAILA,1022.7,97,16.7,1435965863223,3.0,NULL,NULL
5819,"BRASOV GHIMBAV",964.6,97,15.1,1435965863246,1.0,NULL,NULL
5820,"BUCURESTI AFUMATI",1014,95,17.1,1435965863276,NULL,NULL,NULL
5821,"BUCURESTI BANEASA",1014,95,17.1,1435965863298,2.0,NULL,NULL
5822,"BUCURESTI FILARET",1013,89,17.4,1435965863319,NULL,NULL,NULL
5823,BUZAU,1013,89,17.8,1435965863339,3.0,NULL,NULL
5824,CALAFAT,1017.5,73,19.7,1435965863361,1.0,NULL,NULL
5825,CALARASI,1021.6,99,15.4,1435965863382,2.0,NULL,NULL
5826,"CALIMANI (RETITIS)",811,100,6.5,1435965863403,6.0,NULL,NULL
5827,"CAMPENI (BISTRA)",971.6,90,12.2,1435965863424,NULL,NULL,NULL
5828,CAMPINA,971.6,90,16.1,1435965863445,4.0,NULL,NULL
5829,"CAMPULUNG MUSCEL",1012.7,82,19.4,1435965863466,NULL,NULL,NULL
5830,CARACAL,1012.7,82,20.4,1435965863488,1.0,NULL,NULL
5831,CARANSEBES,997.3,85,16.4,1435965863509,2.0,NULL,NULL
5832,"CEAHLAU TOACA",822.8,100,8.6,1435965863530,NULL,NULL,NULL
5833,CERNAVODA,1013.4,88,17.9,1435965863551,4.0,NULL,NULL
5834,"CHISINEU CRIS",1014,76,17.8,1435965863572,1.0,NULL,NULL
5835,CLUJ-NAPOCA,979.1,92,15.9,1435965863610,2.0,NULL,NULL
5836,CONSTANTA,1020.8,77,19.2,1435965863632,3.0,NULL,NULL
5837,CORUGEA,997.4,100,16.6,1435965863656,6.0,NULL,NULL
5838,COTNARI,992.3,59,20.8,1435965863679,4.0,NULL,NULL
5839,CRAIOVA,1002.5,79,19.6,1435965863700,1.0,NULL,NULL
5840,CUNTU,996.8,65,15,1435965863722,NULL,NULL,NULL
5841,"CURTEA DE ARGES",996.8,65,19.6,1435965863742,NULL,NULL,NULL
5842,DARABANI,996.8,65,19.4,1435965863763,5.0,NULL,NULL
5843,DEDULESTI-MORARESTI,999.1,94,19.8,1435965863784,NULL,NULL,NULL
5844,DEJ,999.1,94,16,1435965863805,1.0,NULL,NULL
5845,DEVA,992.9,71,16.3,1435965863826,NULL,NULL,NULL
5846,DRAGASANI,992.9,71,19.5,1435965863847,3.0,NULL,NULL
5847,"DROBETA TURNU SEVERIN",1016.3,82,18.3,1435965863868,2.0,NULL,NULL
5848,DUMBRAVENI,989,98,14.2,1435965863890,1.0,NULL,NULL
5849,"DUMBRAVITA DE CODRU",958.7,50,20.6,1435965863911,2.0,NULL,NULL
5850,FAGARAS,976.9,100,14.6,1435965863932,1.0,NULL,NULL
5851,FETESTI,1016.6,90,17.6,1435965863953,3.0,NULL,NULL
5852,FOCSANI,1018.3,86,18.8,1435965863983,3.0,NULL,NULL
5853,FUNDATA,874.7,100,12,1435965864005,2.0,NULL,NULL
5854,FUNDULEA,1016.5,77,20,1435965864028,4.0,NULL,NULL
5855,GALATI,1016.6,93,17.2,1435965864049,1.0,NULL,NULL
5856,GIURGIU,1022.7,79,18,1435965864070,NULL,NULL,NULL
5857,GORGOVA,1022.7,79,19,1435965864091,1.0,NULL,NULL
5858,GRIVITA,1018,100,16.4,1435965864112,1.0,NULL,NULL
5859,"GURA PORTITEI",1021.8,84,19.1,1435965864134,5.0,NULL,NULL
5860,GURAHONT,1005,91,15.1,1435965864155,2.0,NULL,NULL
5861,HALANGA,1019.1,91,19.6,1435965864176,NULL,NULL,NULL
5862,HARSOVA,1019.1,91,17,1435965864197,5.0,NULL,NULL
5863,HOLOD,834.3,78,18,1435965864219,NULL,NULL,NULL
5864,HUEDIN,834.3,78,22,1435965864240,NULL,NULL,NULL
5865,IASI,834.3,78,16.5,1435965864261,NULL,NULL,NULL
5866,IEZER,834.3,78,11,1435965864282,2.0,NULL,NULL
5867,"INTORSURA BUZAULUI",947.1,100,13.7,1435965864303,1.0,NULL,NULL
5868,JIMBOLIA,1015.7,80,15.4,1435965864324,1.0,NULL,NULL
5869,JOSENI,941.1,82,15,1435965864345,3.0,NULL,NULL
5870,JURILOVCA,1017.7,84,17.8,1435965864366,7.0,NULL,NULL
5871,LACAUTI,824.3,100,9.1,1435965864387,6.0,NULL,NULL
5872,LUGOJ,1010.8,83,16.9,1435965864408,1.0,NULL,NULL
5873,MAHMUDIA,1002.4,100,15.7,1435965864439,6.0,NULL,NULL
5874,MANGALIA,1021.6,92,17.8,1435965864461,2.0,NULL,NULL
5875,MEDGIDIA,1014.8,98,16.3,1435965864482,2.0,NULL,NULL
5876,"MIERCUREA CIUC",950.1,85,15.8,1435965864503,1.0,NULL,NULL
5877,"MOLDOVA VECHE",1015.2,72,19.9,1435965864524,2.0,NULL,NULL
5878,"NEGRESTI (VASLUI)",877.9,87,15,1435965864546,NULL,NULL,NULL
5879,"OBARSIA LOTRULUI",877.9,87,7.1,1435965864566,1.0,NULL,NULL
5880,"OCNA SUGATAG",969.2,74,15.9,1435965864589,1.0,NULL,NULL
5881,"ODORHEIUL SECUIESC",1009.9,68,15,1435965864610,NULL,NULL,NULL
5882,OLTENITA,1009.9,68,17,1435965864631,NULL,NULL,NULL
5883,ORADEA,1009.9,68,20.4,1435965864652,4.0,NULL,NULL
5884,ORAVITA,988.9,60,20.2,1435965864673,2.0,NULL,NULL
5885,"PADES (APA NEAGRA)",856.4,62,22.6,1435965864694,NULL,NULL,NULL
5886,PALTINIS,856.4,62,10.7,1435965864715,NULL,NULL,NULL
5887,PARANG,856.4,62,13.1,1435965864736,2.0,NULL,NULL
5888,PATARLAGELE,989.5,75,19,1435965864762,2.0,NULL,NULL
5889,PENTELEU,845.9,100,9.7,1435965864792,7.0,NULL,NULL
5890,PETROSANI,984.4,59,22,1435965864813,NULL,NULL,NULL
5891,"PIATRA NEAMT",984.4,59,20.9,1435965864835,2.0,NULL,NULL
5892,PITESTI,988,85,18.4,1435965864856,1.0,NULL,NULL
5893,PLOIESTI,1003.5,93,17.3,1435965864877,2.0,NULL,NULL
5894,"POIANA STAMPEI",922.8,89,12,1435965864899,1.0,NULL,NULL
5895,POLOVRAGI,964.8,71,16.6,1435965864920,2.0,NULL,NULL
5896,PREDEAL,904,100,12.1,1435965864941,1.0,NULL,NULL
5897,RADAUTI,982.1,79,16.5,1435965864962,1.0,NULL,NULL
5898,"RAMNICU SARAT",997.9,71,21.1,1435965864984,NULL,NULL,NULL
5899,"RAMNICU VALCEA",997.9,71,18.5,1435965865005,1.0,NULL,NULL
5900,RESITA,992.4,85,16.5,1435965865027,2.0,NULL,NULL
5901,ROMAN,1000,91,16.9,1435965865048,1.0,NULL,NULL
5902,"ROSIA MONTANA",893.6,75,14.9,1435965865069,5.0,NULL,NULL
5903,"ROSIORII DE VEDE",1012.9,84,19.2,1435965865090,1.0,NULL,NULL
5904,SACUIENI,1013.4,61,25.3,1435965865119,NULL,NULL,NULL
5905,"SANNICOLAU MARE",1013.4,61,20.6,1435965865141,2.0,NULL,NULL
5906,SARMASU,980.7,70,17.8,1435965865164,1.0,NULL,NULL
5907,"SATU MARE",1011.8,89,16.4,1435965865185,2.0,NULL,NULL
5908,"SEBES (ALBA)",994.8,87,15.9,1435965865206,2.0,NULL,NULL
5909,SEMENIC,869.1,74,12.8,1435965865227,3.0,NULL,NULL
5910,"SFANTU GHEORGHE (DELTA)",1022.8,84,19.6,1435965865248,2.0,NULL,NULL
5911,"SFANTU GHEORGHE (MUNTE)",965.8,97,14.9,1435965865269,1.0,NULL,NULL
5912,SIBIU,974.7,82,15.9,1435965865290,1.0,NULL,NULL
5913,"SIGHETUL MARMATIEI",858.6,99,16.4,1435965865311,NULL,NULL,NULL
5914,"SINAIA 1500",858.6,99,10.5,1435965865332,2.0,NULL,NULL
5915,SIRIA,971.2,49,22.1,1435965865353,3.0,NULL,NULL
5916,SLATINA,1004.7,87,19.4,1435965865374,1.0,NULL,NULL
5917,SLOBOZIA,1017.8,96,16.9,1435965865395,3.0,NULL,NULL
5918,"STANA DE VALE",1012.9,75,7.7,1435965865417,NULL,NULL,NULL
5919,"STEFANESTI STANCA",1012.9,75,20.3,1435965865437,5.0,NULL,NULL
5920,"STEI (PETRU GROZA)",993.2,82,15.7,1435965865458,3.0,NULL,NULL
5921,STOLNICI,1001,85,18.9,1435965865480,2.0,NULL,NULL
5922,SUCEAVA,1020.6,90,19.8,1435965865501,NULL,NULL,NULL
5923,SULINA,1020.6,90,18.8,1435965865522,7.0,NULL,NULL
5924,"SUPURU DE JOS",793.9,80,15.4,1435965865544,NULL,NULL,NULL
5925,TARCU,793.9,80,7.8,1435965865575,4.0,NULL,NULL
5926,TARGOVISTE,990.5,97,16.1,1435965865597,2.0,NULL,NULL
5927,"TARGU JIU",985,96,19.4,1435965865618,NULL,NULL,NULL
5928,"TARGU LAPUS",985,96,13.6,1435965865639,3.0,NULL,NULL
5929,"TARGU LOGRESTI",995,89,16.9,1435965865660,1.0,NULL,NULL
5930,"TARGU MURES",990.5,95,15.3,1435965865681,2.0,NULL,NULL
5931,"TARGU NEAMT",981.7,68,19.1,1435965865702,2.0,NULL,NULL
5932,"TARGU OCNA",997.3,93,17.5,1435965865723,3.0,NULL,NULL
5933,"TARGU SECUIESC",960.7,91,14.6,1435965865744,2.0,NULL,NULL
5934,"TARNAVENI (BOBOHALMA)",965.8,61,19.6,1435965865765,3.0,NULL,NULL
5935,TEBEA,994.7,94,14,1435965865786,2.0,NULL,NULL
5936,TECUCI,1017.7,96,17,1435965865807,4.0,NULL,NULL
5937,TIMISOARA,1014.4,57,21.6,1435965865828,2.0,NULL,NULL
5938,TITU,1006.7,97,17.2,1435965865849,1.0,NULL,NULL
5939,TOPLITA,948.7,84,14.4,1435965865870,3.0,NULL,NULL
5940,ADAMCLISI,1004.3,94,16.3,1435969462664,1.0,NULL,NULL
5941,ADJUD,1012.4,100,17.4,1435969462686,3.0,NULL,NULL
5942,ALEXANDRIA,1015.2,93,18.2,1435969462707,2.0,NULL,NULL
5943,ARAD,1011.3,84,16.3,1435969462729,1.0,NULL,NULL
5944,BACAU,988.9,65,15.9,1435969462750,NULL,NULL,NULL
5945,BACLES,988.9,65,18.5,1435969462771,2.0,NULL,NULL
5946,"BAIA MARE",1004.5,71,17.6,1435969463010,3.0,NULL,NULL
5947,"BAILE HERCULANE",1003,80,18,1435969463031,1.0,NULL,NULL
5948,BAILESTI,805.3,97,19,1435969463052,NULL,NULL,NULL
5949,"BALEA LAC",805.3,97,4.2,1435969463072,1.0,NULL,NULL
5950,BANLOC,1014.9,69,18.3,1435969463093,3.0,NULL,NULL
5951,BARAOLT,974.5,77,13.8,1435969463114,NULL,NULL,NULL
5952,BARLAD,974.5,77,16.6,1435969463135,NULL,NULL,NULL
5953,BATOS,974.5,77,15.8,1435969463156,1.0,NULL,NULL
5954,BECHET,1020.4,97,17.9,1435969463178,1.0,NULL,NULL
5955,BISOCA,928,88,15,1435969463199,6.0,NULL,NULL
5956,BISTRITA,983.3,93,14.3,1435969463220,1.0,NULL,NULL
5957,BLAJ,987,88,15.7,1435969463241,1.0,NULL,NULL
5958,BOITA,966.3,80,17.3,1435969463262,1.0,NULL,NULL
5959,BOROD,987.5,86,15.4,1435969463284,3.0,NULL,NULL
5960,BOTOSANI,1007.4,68,20,1435969463305,2.0,NULL,NULL
5961,BOZOVICI,1021.4,97,14.5,1435969463325,NULL,NULL,NULL
5962,BRAILA,1021.4,97,16.8,1435969463356,1.0,NULL,NULL
5963,"BRASOV GHIMBAV",964.4,99,14.8,1435969463377,1.0,NULL,NULL
5964,"BUCURESTI AFUMATI",1013.4,95,17.4,1435969463398,NULL,NULL,NULL
5965,"BUCURESTI BANEASA",1013.4,95,17.3,1435969463419,2.0,NULL,NULL
5966,"BUCURESTI FILARET",1014.8,97,17.3,1435969463440,1.0,NULL,NULL
5967,BUZAU,1013.2,87,18.1,1435969463463,2.0,NULL,NULL
5968,CALAFAT,1017.4,85,17.4,1435969463484,1.0,NULL,NULL
5969,CALARASI,1021.4,100,15.8,1435969463505,2.0,NULL,NULL
5970,"CALIMANI (RETITIS)",810.6,100,6.6,1435969463526,6.0,NULL,NULL
5971,"CAMPENI (BISTRA)",971.3,94,11.5,1435969463546,NULL,NULL,NULL
5972,CAMPINA,971.3,94,15.7,1435969463567,1.0,NULL,NULL
5973,CARACAL,997.1,88,19.7,1435969463589,NULL,NULL,NULL
5974,CARANSEBES,997.1,88,15.8,1435969463610,1.0,NULL,NULL
5975,"CEAHLAU TOACA",822.8,100,8.6,1435969463630,NULL,NULL,NULL
5976,CERNAVODA,1013.1,88,17.6,1435969463651,3.0,NULL,NULL
5977,"CHISINEU CRIS",1013.8,81,17.1,1435969463682,1.0,NULL,NULL
5978,CLUJ-NAPOCA,978.9,90,15.4,1435969463705,3.0,NULL,NULL
5979,CONSTANTA,1020.7,83,19.3,1435969463726,3.0,NULL,NULL
5980,CORUGEA,996.7,100,16.3,1435969463747,1.0,NULL,NULL
5981,COTNARI,992,61,20.1,1435969463768,3.0,NULL,NULL
5982,CRAIOVA,1002.1,83,18.6,1435969463789,2.0,NULL,NULL
5983,DARABANI,996.7,69,18.4,1435969463810,4.0,NULL,NULL
5984,DEJ,998.9,98,14.8,1435969463832,1.0,NULL,NULL
5985,DEVA,998.3,89,14.9,1435969463853,1.0,NULL,NULL
5986,DRAGASANI,992.5,72,19.1,1435969463874,4.0,NULL,NULL
5987,"DROBETA TURNU SEVERIN",958.7,50,18.1,1435969463895,NULL,NULL,NULL
5988,DUMBRAVENI,958.7,50,14.1,1435969463916,NULL,NULL,NULL
5989,"DUMBRAVITA DE CODRU",958.7,50,20.6,1435969463937,2.0,NULL,NULL
5990,FAGARAS,1016.3,95,15.1,1435969463958,NULL,NULL,NULL
5991,FETESTI,1016.3,95,16.9,1435969463979,3.0,NULL,NULL
5992,FOCSANI,1019.1,90,18.2,1435969464001,3.0,NULL,NULL
5993,FUNDATA,874.3,100,11.8,1435969464023,2.0,NULL,NULL
5994,GALATI,1015.2,91,17,1435969464054,2.0,NULL,NULL
5995,GIURGIU,1018,100,16.8,1435969464074,NULL,NULL,NULL
5996,GRIVITA,1018,100,16.6,1435969464097,1.0,NULL,NULL
5997,"GURA PORTITEI",1021.8,90,18.7,1435969464117,4.0,NULL,NULL
5998,GURAHONT,1004.7,92,14.9,1435969464138,2.0,NULL,NULL
5999,HALANGA,1018.6,94,18.9,1435969464160,NULL,NULL,NULL
6000,HARSOVA,1018.6,94,16.8,1435969464180,5.0,NULL,NULL
6001,HOLOD,946.8,100,17.2,1435969464201,NULL,NULL,NULL
6002,IASI,946.8,100,15.9,1435969464223,NULL,NULL,NULL
6003,"INTORSURA BUZAULUI",946.8,100,13.5,1435969464244,1.0,NULL,NULL
6004,JIMBOLIA,1015.5,82,15,1435969464265,1.0,NULL,NULL
6005,JOSENI,940.9,72,16.5,1435969464285,4.0,NULL,NULL
6006,JURILOVCA,1017.5,85,17.3,1435969464307,6.0,NULL,NULL
6007,LACAUTI,824,100,9,1435969464328,6.0,NULL,NULL
6008,LUGOJ,1010.4,91,15.3,1435969464351,1.0,NULL,NULL
6009,MAHMUDIA,1002.4,100,15.5,1435969464381,8.0,NULL,NULL
6010,MANGALIA,1021.2,89,17.7,1435969464405,3.0,NULL,NULL
6011,MEDGIDIA,1014.8,97,16.3,1435969464426,2.0,NULL,NULL
6012,"MIERCUREA CIUC",949.8,86,15.4,1435969464447,2.0,NULL,NULL
6013,"MOLDOVA VECHE",1014.7,87,17.4,1435969464468,1.0,NULL,NULL
6014,"NEGRESTI (VASLUI)",877.7,88,15,1435969464489,NULL,NULL,NULL
6015,"OBARSIA LOTRULUI",877.7,88,7.2,1435969464512,2.0,NULL,NULL
6016,"OCNA SUGATAG",965.4,90,15.7,1435969464532,NULL,NULL,NULL
6017,"ODORHEIUL SECUIESC",965.4,90,14.9,1435969464553,1.0,NULL,NULL
6018,OLTENITA,1009.7,71,16,1435969464575,NULL,NULL,NULL
6019,ORADEA,1009.7,71,19.6,1435969464596,3.0,NULL,NULL
6020,ORAVITA,988.5,67,19.6,1435969464617,2.0,NULL,NULL
6021,PALTINIS,845.9,100,9.3,1435969464638,NULL,NULL,NULL
6022,PARANG,845.9,100,11.4,1435969464659,NULL,NULL,NULL
6023,PENTELEU,845.9,100,9.8,1435969464680,4.0,NULL,NULL
6024,"PIATRA NEAMT",984.2,59,20.8,1435969464701,2.0,NULL,NULL
6025,PITESTI,987.5,82,18.5,1435969464722,1.0,NULL,NULL
6026,PLOIESTI,1003.3,96,16.7,1435969464760,1.0,NULL,NULL
6027,"POIANA STAMPEI",922.7,93,10.8,1435969464781,1.0,NULL,NULL
6028,POLOVRAGI,964.4,73,16.1,1435969464804,2.0,NULL,NULL
6029,PREDEAL,903.7,100,12.2,1435969464826,1.0,NULL,NULL
6030,RADAUTI,982,76,17.2,1435969464847,1.0,NULL,NULL
6031,"RAMNICU VALCEA",997.6,73,17.8,1435969464867,1.0,NULL,NULL
6032,RESITA,992.1,87,15.7,1435969464888,1.0,NULL,NULL
6033,ROMAN,999.8,88,17.5,1435969464909,2.0,NULL,NULL
6034,"ROSIA MONTANA",893.4,78,14.5,1435969464930,5.0,NULL,NULL
6035,"ROSIORII DE VEDE",1012.6,84,19,1435969464951,1.0,NULL,NULL
6036,"SANNICOLAU MARE",1013.3,64,20,1435969464972,2.0,NULL,NULL
6037,SARMASU,980.5,67,18.1,1435969464994,1.0,NULL,NULL
6038,"SATU MARE",1011.7,90,15.8,1435969465015,2.0,NULL,NULL
6039,"SEBES (ALBA)",868.8,71,15.3,1435969465036,NULL,NULL,NULL
6040,SEMENIC,868.8,71,13.5,1435969465057,2.0,NULL,NULL
6041,"SFANTU GHEORGHE (DELTA)",1022.5,95,18,1435969465078,4.0,NULL,NULL
6042,"SFANTU GHEORGHE (MUNTE)",974.6,76,14.9,1435969465099,NULL,NULL,NULL
6043,SIBIU,974.6,76,16.8,1435969465120,2.0,NULL,NULL
6044,"SIGHETUL MARMATIEI",858.4,97,15.3,1435969465149,NULL,NULL,NULL
6045,"SINAIA 1500",858.4,97,10.6,1435969465171,2.0,NULL,NULL
6046,SIRIA,970.8,48,21.9,1435969465192,5.0,NULL,NULL
6047,SLATINA,1004.9,86,18.7,1435969465213,1.0,NULL,NULL
6048,SLOBOZIA,1017.7,96,16.7,1435969465233,2.0,NULL,NULL
6049,"STANA DE VALE",1012.8,80,7.1,1435969465254,NULL,NULL,NULL
6050,"STEFANESTI STANCA",1012.8,80,19.7,1435969465276,4.0,NULL,NULL
6051,"STEI (PETRU GROZA)",993,85,14.6,1435969465297,3.0,NULL,NULL
6052,STOLNICI,1000.8,88,18.3,1435969465332,3.0,NULL,NULL
6053,SUCEAVA,1020.5,91,19.3,1435969465358,NULL,NULL,NULL
6054,SULINA,1020.5,91,19,1435969465380,8.0,NULL,NULL
6055,"SUPURU DE JOS",793.9,80,14,1435969465401,NULL,NULL,NULL
6056,TARCU,793.9,80,7.8,1435969465422,3.0,NULL,NULL
6057,TARGOVISTE,989.9,98,15.9,1435969465443,3.0,NULL,NULL
6058,"TARGU JIU",1001.8,74,18.2,1435969465464,1.0,NULL,NULL
6059,"TARGU LAPUS",985.1,97,12.4,1435969465485,3.0,NULL,NULL
6060,"TARGU LOGRESTI",994.7,91,16.4,1435969465506,1.0,NULL,NULL
6061,"TARGU MURES",990.4,91,15.8,1435969465535,1.0,NULL,NULL
6062,"TARGU NEAMT",981.6,68,18.9,1435969465556,2.0,NULL,NULL
6063,"TARGU OCNA",997.2,92,17.1,1435969465580,4.0,NULL,NULL
6064,"TARGU SECUIESC",960.6,90,14.2,1435969465601,1.0,NULL,NULL
6065,"TARNAVENI (BOBOHALMA)",965.7,60,19.6,1435969465622,2.0,NULL,NULL
6066,TEBEA,994.6,94,13.5,1435969465644,2.0,NULL,NULL
6067,TECUCI,1014.2,69,18.9,1435969465665,NULL,NULL,NULL
6068,TIMISOARA,1014.2,69,19.2,1435969465686,1.0,NULL,NULL
6069,TITU,948.5,84,16.7,1435969465707,NULL,NULL,NULL
6070,TOPLITA,948.5,84,14.3,1435969465727,2.0,NULL,NULL
6071,ADAMCLISI,1004,94,16.1,1435973062662,1.0,NULL,NULL
6072,ADJUD,1012.4,100,16.7,1435973062684,2.0,NULL,NULL
6073,ALEXANDRIA,1015.1,96,17.5,1435973062705,2.0,NULL,NULL
6074,ARAD,988.5,68,15.5,1435973062728,NULL,NULL,NULL
6075,BACAU,988.5,68,15.7,1435973062749,NULL,NULL,NULL
6076,BACLES,988.5,68,17.8,1435973062771,2.0,NULL,NULL
6077,"BAIA MARE",1004.2,72,17.2,1435973062792,2.0,NULL,NULL
6078,"BAILE HERCULANE",1002.7,87,16.5,1435973062813,1.0,NULL,NULL
6079,BAILESTI,804.9,99,19,1435973062834,NULL,NULL,NULL
6080,"BALEA LAC",804.9,99,3.8,1435973062855,4.0,NULL,NULL
6081,BANLOC,1014.5,83,15.7,1435973062876,2.0,NULL,NULL
6082,BARAOLT,967,88,13.8,1435973062897,1.0,NULL,NULL
6083,BARLAD,1020,96,16.8,1435973062918,NULL,NULL,NULL
6084,BATOS,1020,96,15.1,1435973062939,NULL,NULL,NULL
6085,BECHET,1020,96,18.1,1435973062959,1.0,NULL,NULL
6086,BISOCA,927.9,93,14.5,1435973062980,5.0,NULL,NULL
6087,BISTRITA,983.2,92,14.1,1435973063001,1.0,NULL,NULL
6088,BLAJ,986.8,91,15.3,1435973063023,1.0,NULL,NULL
6089,BOITA,965.8,92,16.4,1435973063044,1.0,NULL,NULL
6090,BOROD,987,85,15.4,1435973063065,3.0,NULL,NULL
6091,BOTOSANI,1007.2,66,20,1435973063086,3.0,NULL,NULL
6092,BOZOVICI,1021.9,99,12.6,1435973063107,NULL,NULL,NULL
6093,BRAILA,1021.9,99,16.5,1435973063129,1.0,NULL,NULL
6094,"BRASOV GHIMBAV",1013.4,96,14,1435973063150,NULL,NULL,NULL
6095,"BUCURESTI AFUMATI",1013.4,96,17.1,1435973063171,NULL,NULL,NULL
6096,"BUCURESTI BANEASA",1013.4,96,16.8,1435973063192,2.0,NULL,NULL
6097,"BUCURESTI FILARET",1014.8,96,17.3,1435973063214,1.0,NULL,NULL
6098,BUZAU,1013,93,17.7,1435973063235,3.0,NULL,NULL
6099,CALAFAT,1017,82,18,1435973063256,1.0,NULL,NULL
6100,CALARASI,1021.1,100,16.3,1435973063277,2.0,NULL,NULL
6101,"CALIMANI (RETITIS)",810.5,100,6.5,1435973063298,6.0,NULL,NULL
6102,"CAMPENI (BISTRA)",971.1,79,11,1435973063319,NULL,NULL,NULL
6103,CAMPINA,971.1,79,17.2,1435973063340,2.0,NULL,NULL
6104,CARACAL,1012.2,89,19.2,1435973063361,1.0,NULL,NULL
6105,CARANSEBES,996.8,90,15,1435973063382,2.0,NULL,NULL
6106,"CEAHLAU TOACA",822.7,100,8.5,1435973063403,8.0,NULL,NULL
6107,CERNAVODA,1012.8,89,17.2,1435973063425,2.0,NULL,NULL
6108,"CHISINEU CRIS",1013.4,86,15.7,1435973063446,2.0,NULL,NULL
6109,CLUJ-NAPOCA,978.7,92,14.7,1435973063467,2.0,NULL,NULL
6110,CONSTANTA,1020.3,81,18.8,1435973063488,3.0,NULL,NULL
6111,CORUGEA,996.5,100,16.2,1435973063509,4.0,NULL,NULL
6112,COTNARI,991.8,60,20,1435973063530,3.0,NULL,NULL
6113,CRAIOVA,1001.9,85,18.2,1435973063559,2.0,NULL,NULL
6114,DARABANI,996.4,73,17.8,1435973063581,5.0,NULL,NULL
6115,DEJ,998.9,98,14.1,1435973063604,1.0,NULL,NULL
6116,DEVA,992.5,72,14.3,1435973063625,NULL,NULL,NULL
6117,DRAGASANI,992.5,72,19.5,1435973063646,2.0,NULL,NULL
6118,"DROBETA TURNU SEVERIN",958,40,18.6,1435973063667,NULL,NULL,NULL
6119,DUMBRAVENI,958,40,14,1435973063689,NULL,NULL,NULL
6120,"DUMBRAVITA DE CODRU",958,40,20.2,1435973063710,2.0,NULL,NULL
6121,FAGARAS,976.4,100,14.6,1435973063731,1.0,NULL,NULL
6122,FETESTI,1015.9,100,16.7,1435973063753,2.0,NULL,NULL
6123,FOCSANI,1018.4,85,18.8,1435973063774,3.0,NULL,NULL
